DZ,HB,Easting,Northing,urban,JSA2011,workpop2011
S01001797,Lothian,317452.349,667490.4999,1,13,416
S01001798,Lothian,324839.8819,667600.7527,1,3,466
S01001799,Lothian,327703.0347,667647.737,1,73,648
S01001800,Lothian,317118.728,667702.4891,1,15,662
S01001801,Lothian,313586.5207,667766.4421,5,0,595
S01001802,Lothian,328574.017,667787.5413,1,18,612
S01001803,Lothian,328203.3387,667796.4041,1,15,821
S01001804,Lothian,328698.0087,667859.5249,1,15,658
S01001805,Lothian,317585.5765,667867.1848,1,10,438
S01001806,Lothian,318570.2706,667898.37,1,8,321
S01001807,Lothian,318202.5438,667988.7422,1,5,471
S01001808,Lothian,327562.2123,667990.0341,1,13,376
S01001809,Lothian,327899.9837,668071.4343,1,45,624
S01001810,Lothian,326902.0508,668127.0568,1,13,516
S01001811,Lothian,324221.8202,668129.0424,1,3,403
S01001812,Lothian,325182.153,668158.1127,1,5,533
S01001813,Lothian,323756.5345,668161.232,1,5,442
S01001814,Lothian,323242.0401,668243.3443,1,5,530
S01001815,Lothian,318607.5794,668273.7974,1,5,428
S01001816,Lothian,321196.4843,668295.558,1,5,610
S01001817,Lothian,328486.6242,668316.6762,1,20,411
S01001818,Lothian,324409.0025,668417.0842,1,8,365
S01001819,Lothian,321676.6074,668467.0622,1,5,527
S01001820,Lothian,327531.3127,668503.0834,1,33,484
S01001821,Lothian,323494.0656,668505.9919,1,3,331
S01001822,Lothian,327034.7297,668520.531,1,13,581
S01001823,Lothian,327856.7124,668530.0991,1,35,550
S01001824,Lothian,323858.6922,668562.9485,1,15,407
S01001825,Lothian,326299.9932,668571.8578,1,10,565
S01001826,Lothian,328823.7437,668572.9211,1,23,396
S01001827,Lothian,329086.1789,668578.2616,1,30,574
S01001828,Lothian,325313.8814,668581.167,1,5,521
S01001829,Lothian,319570.7824,668582.1339,1,8,436
S01001830,Lothian,324828.5294,668627.79,1,13,559
S01001831,Lothian,323309.4702,668702.8363,1,10,420
S01001832,Lothian,328404.6131,668706.2316,1,20,422
S01001833,Lothian,320986.2087,668747.6989,1,8,719
S01001834,Lothian,329479.0904,668781.3906,1,10,331
S01001835,Lothian,322724.0383,668796.8816,1,5,482
S01001836,Lothian,319972.1789,668814.5099,1,5,542
S01001837,Lothian,324221.3587,668824.9433,1,10,566
S01001838,Lothian,328545.4604,668841.3945,1,23,445
S01001839,Lothian,327535.9927,668877.8337,1,30,473
S01001840,Lothian,318749.5134,668898.2266,1,0,419
S01001841,Lothian,323125.0548,668903.4543,1,15,509
S01001842,Lothian,328201.2595,668926.7035,1,5,576
S01001843,Lothian,323535.3352,668929.0283,1,43,471
S01001844,Lothian,316942.1593,668959.3761,1,13,2143
S01001845,Lothian,325362.5009,669016.1568,1,3,508
S01001846,Lothian,324828.739,669022.8247,1,5,556
S01001847,Lothian,329249.9285,669050.6281,1,35,525
S01001848,Lothian,323682.4807,669065.1819,1,33,471
S01001849,Lothian,320815.5797,669072.4416,1,5,338
S01001850,Lothian,323005.8366,669118.3327,1,10,504
S01001851,Lothian,328613.5287,669168.0388,1,8,576
S01001852,Lothian,320037.5186,669200.7798,1,5,444
S01001853,Lothian,324157.0195,669217.0666,1,3,445
S01001854,Lothian,322336.3366,669217.5484,1,10,764
S01001855,Lothian,327984.6358,669251.9771,1,10,503
S01001856,Lothian,323348.4161,669289.0417,1,28,429
S01001857,Lothian,328890.999,669298.2474,1,18,436
S01001858,Lothian,327471.3629,669327.7695,1,10,495
S01001859,Lothian,329501.5735,669345.8847,1,30,613
S01001860,Lothian,321819.7958,669347.562,1,0,687
S01001861,Lothian,323740.4912,669364.2158,1,35,579
S01001862,Lothian,319675.6965,669412.2656,1,5,471
S01001863,Lothian,319297.4903,669419.5592,1,5,502
S01001864,Lothian,320506.3367,669440.9622,1,68,775
S01001865,Lothian,320012.7973,669525.8532,1,60,475
S01001866,Lothian,321318.9211,669535.9812,1,5,377
S01001867,Lothian,329278.1899,669549.9255,1,18,446
S01001868,Lothian,326710.5741,669605.2202,1,5,390
S01001869,Lothian,328000.5872,669654.9339,1,13,505
S01001870,Lothian,328966.3219,669673.5473,1,53,548
S01001871,Lothian,323149.0659,669676.1101,1,25,1008
S01001872,Lothian,328642.4938,669678.0068,1,20,522
S01001873,Lothian,327219.1415,669683.6043,1,5,431
S01001874,Lothian,320158.6373,669712.0417,1,70,716
S01001875,Lothian,324008.5685,669801.0078,1,5,495
S01001876,Lothian,327693.0963,669839.1235,1,28,611
S01001877,Lothian,319316.9907,669841.0532,1,63,661
S01001878,Lothian,325230.438,669862.4277,1,5,538
S01001879,Lothian,328939.257,669949.3607,1,75,409
S01001880,Lothian,319875.8361,669956.4595,1,63,473
S01001881,Lothian,321058.9219,670001.6556,1,8,468
S01001882,Lothian,329104.6458,670027.9734,1,18,540
S01001883,Lothian,323596.3246,670034.5322,1,5,386
S01001884,Lothian,327571.7403,670066.1444,1,30,631
S01001885,Lothian,322143.5503,670097.3422,1,5,601
S01001886,Lothian,320475.6494,670117.9157,1,40,397
S01001887,Lothian,313748.5029,670149.7293,5,13,503
S01001888,Lothian,322730.954,670229.3557,1,5,484
S01001889,Lothian,327423.4301,670235.5489,1,10,345
S01001890,Lothian,319571.6135,670240.8327,1,30,581
S01001891,Lothian,327864.7459,670252.0431,1,15,509
S01001892,Lothian,319217.4575,670274.8657,1,83,640
S01001893,Lothian,318932.1456,670295.0716,1,63,647
S01001894,Lothian,320076.0878,670301.5374,1,70,505
S01001895,Lothian,328210.353,670326.8137,1,25,534
S01001896,Lothian,324074.466,670329.2598,1,10,534
S01001897,Lothian,320388.8194,670330.0552,1,63,575
S01001898,Lothian,319366.8167,670439.6865,1,25,415
S01001899,Lothian,319845.2556,670478.2064,1,20,488
S01001900,Lothian,321265.2067,670497.4424,1,18,464
S01001901,Lothian,323375.5501,670499.0466,1,5,484
S01001902,Lothian,324615.533,670502.5364,1,8,598
S01001903,Lothian,328116.4083,670542.277,1,20,350
S01001904,Lothian,321051.598,670555.7444,1,20,376
S01001905,Lothian,324175.8822,670556.8671,1,10,628
S01001906,Lothian,329342.2408,670571.7487,1,30,399
S01001907,Lothian,327849.3402,670581.752,1,28,479
S01001908,Lothian,326472.6576,670582.9641,1,8,664
S01001909,Lothian,320774.5114,670589.3368,1,45,477
S01001910,Lothian,320007.8761,670650.7763,1,18,541
S01001911,Lothian,323897.5465,670689.6149,1,3,505
S01001912,Lothian,320333.721,670731.7605,1,13,502
S01001913,Lothian,321707.1535,670747.6595,1,13,637
S01001914,Lothian,325124.6373,670775.6122,1,3,360
S01001915,Lothian,322364.7609,670800.5185,1,8,577
S01001916,Lothian,324311.2585,670824.3717,1,15,682
S01001917,Lothian,324728.7051,670845.0634,1,0,418
S01001918,Lothian,323838.3938,670892.356,1,25,815
S01001919,Lothian,320614.1559,670900.4901,1,15,535
S01001920,Lothian,326530.209,670906.1041,1,5,527
S01001921,Lothian,321274.3966,670907.6429,1,15,335
S01001922,Lothian,313816.1803,670994.4877,5,8,481
S01001923,Lothian,320211.953,671001.7123,1,15,526
S01001924,Lothian,326130.3299,671032.2873,1,5,472
S01001925,Lothian,326903.3154,671047.7346,1,5,467
S01001926,Lothian,319516.5426,671098.907,1,20,444
S01001927,Lothian,325705.3962,671106.0093,1,3,499
S01001928,Lothian,324068.2674,671138.1832,1,13,815
S01001929,Lothian,322875.9376,671140.0526,1,8,1447
S01001930,Lothian,324462.5352,671140.4913,1,18,679
S01001931,Lothian,320148.4054,671217.1634,1,28,426
S01001932,Lothian,321099.6011,671221.2185,1,25,1083
S01001933,Lothian,323280.7754,671244.2211,1,5,522
S01001934,Lothian,322196.1243,671257.5742,1,30,976
S01001935,Lothian,329955.867,671266.3973,1,80,514
S01001936,Lothian,326294.6354,671275.0708,1,13,724
S01001937,Lothian,321705.8545,671278.6424,1,15,515
S01001938,Lothian,324858.2627,671288.2568,1,8,509
S01001939,Lothian,324568.2598,671292.1201,1,5,586
S01001940,Lothian,326565.1253,671297.9055,1,10,538
S01001941,Lothian,327040.8999,671354.1314,1,13,813
S01001942,Lothian,324690.2623,671417.4957,1,10,460
S01001943,Lothian,320453.6697,671439.7195,1,28,464
S01001944,Lothian,325256.2903,671457.5179,1,3,353
S01001945,Lothian,325846.68,671482.1196,1,5,407
S01001946,Lothian,320058.5588,671493.9301,1,50,602
S01001947,Lothian,323832.8498,671494.3743,1,5,560
S01001948,Lothian,329786.9,671507.5607,1,50,532
S01001949,Lothian,320739.4515,671516.2677,1,23,530
S01001950,Lothian,322557.9364,671539.8915,1,25,707
S01001951,Lothian,328020.3967,671540.143,1,20,598
S01001952,Lothian,326449.8049,671589.5441,1,5,471
S01001953,Lothian,324432.792,671602.6736,1,8,692
S01001954,Lothian,318192.7306,671607.4864,1,10,306
S01001955,Lothian,321159.6062,671625.3169,1,35,649
S01001956,Lothian,330042.6645,671636.0755,1,23,528
S01001957,Lothian,329204.1779,671648.6778,1,23,299
S01001958,Lothian,327556.0587,671649.1209,1,30,664
S01001959,Lothian,314068.4209,671653.4616,5,8,402
S01001960,Lothian,327115.3667,671664.5939,1,10,706
S01001961,Lothian,323108.4149,671679.1106,1,18,800
S01001962,Lothian,330968.379,671684.8153,1,18,566
S01001963,Lothian,322772.9966,671695.7287,1,25,703
S01001964,Lothian,318861.9599,671709.2626,1,13,572
S01001965,Lothian,321529.9632,671717.7496,1,33,475
S01001966,Lothian,328715.4275,671718.7375,1,93,983
S01001967,Lothian,319965.4353,671723.8569,1,20,495
S01001968,Lothian,323573.1169,671726.6481,1,10,560
S01001969,Lothian,322374.0344,671746.1665,1,25,444
S01001970,Lothian,326141.1375,671754.9245,1,5,412
S01001971,Lothian,320790.8328,671777.5246,1,25,512
S01001972,Lothian,323218.5831,671799.6365,1,10,585
S01001973,Lothian,319541.7277,671838.8394,1,15,418
S01001974,Lothian,324407.1937,671865.9127,1,8,653
S01001975,Lothian,325704.521,671867.0998,1,10,470
S01001976,Lothian,327266.7257,671893.8746,1,15,615
S01001977,Lothian,321944.5672,671896.2922,1,15,565
S01001978,Lothian,329992.683,671902.3418,1,55,828
S01001979,Lothian,324802.0696,671918.1586,1,10,536
S01001980,Lothian,323156.4698,671922.0213,1,13,697
S01001981,Lothian,326566.7288,671939.3515,1,13,715
S01001982,Lothian,329227.4826,671940.8833,1,28,360
S01001983,Lothian,326347.6084,671962.1933,1,10,576
S01001984,Lothian,322831.5051,671983.4925,1,23,774
S01001985,Lothian,320218.9541,671988.763,1,15,482
S01001986,Lothian,323007.8633,672028.2611,1,8,803
S01001987,Lothian,325335.69,672031.078,1,5,732
S01001988,Lothian,319967.3021,672040.6456,1,15,465
S01001989,Lothian,327806.6391,672049.9611,1,5,547
S01001990,Lothian,325065.2573,672051.8926,1,8,828
S01001991,Lothian,320499.929,672054.8201,1,18,514
S01001992,Lothian,326814.264,672057.3791,1,23,644
S01001993,Lothian,324118.625,672060.3753,1,5,547
S01001994,Lothian,323546.8478,672062.495,1,15,894
S01001995,Lothian,319072.2589,672066.125,1,8,522
S01001996,Lothian,324574.496,672094.5332,1,13,840
S01001997,Lothian,322474.4767,672109.0447,1,23,625
S01001998,Lothian,320747.4878,672128.7973,1,18,482
S01001999,Lothian,325403.8891,672144.6648,1,10,697
S01002000,Lothian,330552.114,672164.1528,1,13,467
S01002001,Lothian,323158.6648,672167.8146,1,28,739
S01002002,Lothian,325541.3372,672169.7288,1,8,800
S01002003,Lothian,332037.7782,672173.1962,1,13,583
S01002004,Lothian,323794.9466,672176.399,1,18,668
S01002005,Lothian,321647.8295,672179.5893,1,15,520
S01002006,Lothian,331044.6845,672179.6566,1,18,669
S01002007,Lothian,322986.7584,672179.8144,1,38,1131
S01002008,Lothian,324358.9769,672192.161,1,15,783
S01002009,Lothian,326130.8657,672215.7961,1,5,664
S01002010,Lothian,325259.144,672223.1215,1,8,531
S01002011,Lothian,318560.4056,672226.158,1,10,801
S01002012,Lothian,323968.3562,672263.3476,1,18,813
S01002013,Lothian,325866.2339,672265.2532,1,5,507
S01002014,Lothian,325651.3619,672275.4965,1,10,739
S01002015,Lothian,319295.7832,672282.4656,1,5,520
S01002016,Lothian,323566.4551,672286.2718,1,15,660
S01002017,Lothian,330102.8483,672299.6024,1,63,572
S01002018,Lothian,319628.2814,672300.3622,1,15,425
S01002019,Lothian,325381.0892,672309.9779,1,10,884
S01002020,Lothian,326284.9657,672318.369,1,10,505
S01002021,Lothian,321227.0114,672320.212,1,28,649
S01002022,Lothian,311248.56,672339.18,5,15,662
S01002023,Lothian,324603.8623,672352.9312,1,10,706
S01002024,Lothian,324389.047,672363.5494,1,13,653
S01002025,Lothian,323762.7566,672365.9056,1,25,858
S01002026,Lothian,320229.0099,672371.5559,1,3,381
S01002027,Lothian,326416.1862,672388.4759,1,13,984
S01002028,Lothian,326949.748,672392.1629,1,8,2306
S01002029,Lothian,325298.0207,672403.4156,1,10,667
S01002030,Lothian,323945.9222,672409.0397,1,20,785
S01002031,Lothian,322479.8614,672410.9715,1,30,619
S01002032,Lothian,324180.6731,672427.0608,1,13,762
S01002033,Lothian,323277.6457,672437.659,1,30,826
S01002034,Lothian,326106.4277,672450.4756,1,10,1175
S01002035,Lothian,320589.5306,672454.4252,1,10,413
S01002036,Lothian,322940.0208,672462.2998,1,30,891
S01002037,Lothian,325545.0852,672468.4622,1,10,618
S01002038,Lothian,325122.5372,672491.1572,1,10,646
S01002039,Lothian,328824.5409,672503.4929,1,13,339
S01002040,Lothian,323641.218,672505.7882,1,15,658
S01002041,Lothian,324565.052,672512.5983,1,28,902
S01002042,Lothian,319773.206,672561.9587,1,8,447
S01002043,Lothian,321739.523,672579.1085,1,10,455
S01002044,Lothian,330646.904,672585.3663,1,50,446
S01002045,Lothian,318908.2287,672594.2718,1,20,586
S01002046,Lothian,323943.4888,672594.5779,1,35,600
S01002047,Lothian,324747.8835,672595.3274,1,13,625
S01002048,Lothian,326334.272,672597.7379,1,15,800
S01002049,Lothian,326545.746,672618.9389,1,20,1031
S01002050,Lothian,329966.3878,672625.4782,1,15,410
S01002051,Lothian,331085.5869,672660.5608,1,28,470
S01002052,Lothian,323533.1201,672667.2132,1,25,883
S01002053,Lothian,324982.789,672677.4891,1,15,965
S01002054,Lothian,326700.3193,672702.6918,1,13,658
S01002055,Lothian,331584.5075,672722.9017,1,10,658
S01002056,Lothian,321974.3822,672731.7528,1,15,542
S01002057,Lothian,320591.9011,672736.8179,1,10,517
S01002058,Lothian,324264.7208,672738.4525,1,40,986
S01002059,Lothian,323752.3007,672748.7186,1,30,700
S01002060,Lothian,326255.4086,672752.0257,1,13,726
S01002061,Lothian,324942.6973,672759.0668,1,23,781
S01002062,Lothian,330568.6423,672774.5084,1,25,377
S01002063,Lothian,324725.8948,672816.1602,1,20,1077
S01002064,Lothian,323376.5962,672823.0629,1,30,1101
S01002065,Lothian,325272.3765,672835.9846,1,20,720
S01002066,Lothian,325766.4704,672842.8066,1,23,947
S01002067,Lothian,319718.5192,672848.3919,1,13,449
S01002068,Lothian,323941.5857,672850.2821,1,30,1053
S01002069,Lothian,321482.4781,672866.0706,1,10,371
S01002070,Lothian,326511.4271,672869.0306,1,23,535
S01002071,Lothian,326295.2396,672871.6126,1,10,644
S01002072,Lothian,322389.4597,672918.1694,1,10,724
S01002073,Lothian,324080.6074,672923.5817,1,38,726
S01002074,Lothian,329558.114,672932.6274,1,5,378
S01002075,Lothian,322912.0272,672939.1708,1,13,730
S01002076,Lothian,324977.0299,672967.8454,1,38,857
S01002077,Lothian,318511.8505,672968.7383,1,8,491
S01002078,Lothian,316158.1723,673009.7884,1,10,630
S01002079,Lothian,324462.6373,673022.5438,1,40,961
S01002080,Lothian,330118.6368,673030.2437,1,10,481
S01002081,Lothian,324178.668,673040.633,1,15,722
S01002082,Lothian,323298.7847,673041.9323,1,5,652
S01002083,Lothian,330992.4897,673057.4564,1,20,321
S01002084,Lothian,324036.3016,673090.1424,1,18,957
S01002085,Lothian,324980.3622,673101.3038,1,23,926
S01002086,Lothian,326084.3589,673109.3118,1,20,606
S01002087,Lothian,326298.5031,673121.7081,1,30,847
S01002088,Lothian,331513.5994,673137.5239,1,10,505
S01002089,Lothian,319801.6527,673159.1047,1,8,568
S01002090,Lothian,332208.704,673159.2343,1,10,601
S01002091,Lothian,324641.9496,673159.8713,1,28,1130
S01002092,Lothian,320651.5898,673168.8569,1,5,518
S01002093,Lothian,325150.0118,673183.5109,1,30,900
S01002094,Lothian,328545.7156,673211.7593,1,15,417
S01002095,Lothian,321722.8528,673213.3162,1,8,368
S01002096,Lothian,318564.0714,673226.8303,1,8,887
S01002097,Lothian,329736.3727,673229.444,1,3,419
S01002098,Lothian,328935.6497,673230.181,1,8,361
S01002099,Lothian,323820.1608,673258.4728,1,20,879
S01002100,Lothian,330319.0615,673299.0472,1,8,376
S01002101,Lothian,327423.6903,673309.373,1,55,922
S01002102,Lothian,329243.1552,673321.2745,1,23,433
S01002103,Lothian,318767.4135,673335.6373,1,5,431
S01002104,Lothian,326295.0138,673352.8434,1,50,1310
S01002105,Lothian,322625.4387,673370.2099,1,5,642
S01002106,Lothian,325594.3001,673375.9701,1,20,1049
S01002107,Lothian,329470.4524,673382.0903,1,8,315
S01002108,Lothian,325835.0101,673398.9953,1,30,918
S01002109,Lothian,324658.8646,673420.8537,1,28,1027
S01002110,Lothian,323363.7216,673441.4756,1,5,497
S01002111,Lothian,319416.792,673446.4423,1,8,514
S01002112,Lothian,331390.7881,673447.8981,1,20,680
S01002113,Lothian,319074.9546,673454.7165,1,3,341
S01002114,Lothian,320399.4045,673465.8225,1,5,410
S01002115,Lothian,323982.9123,673485.1563,1,15,929
S01002116,Lothian,330769.5435,673493.6008,1,18,518
S01002117,Lothian,325290.0893,673497.7192,1,30,882
S01002118,Lothian,326093.0686,673531.722,1,43,1149
S01002119,Lothian,329068.4093,673604.2165,1,15,363
S01002120,Lothian,318529.3674,673654.6464,1,8,471
S01002121,Lothian,329268.9246,673673.563,1,10,379
S01002122,Lothian,322627.1478,673679.1612,1,5,458
S01002123,Lothian,319829.5061,673689.198,1,5,836
S01002124,Lothian,328540.6413,673719.9873,1,8,567
S01002125,Lothian,331016.0337,673749.9434,1,15,654
S01002126,Lothian,329402.0498,673775.5085,1,8,390
S01002127,Lothian,330333.1453,673786.4991,1,15,453
S01002128,Lothian,324683.1132,673794.096,1,18,962
S01002129,Lothian,326494.3392,673830.8041,1,38,826
S01002130,Lothian,329655.1672,673835.8864,1,5,333
S01002131,Lothian,325636.1762,673851.9473,1,30,829
S01002132,Lothian,328758.605,673863.5244,1,8,496
S01002133,Lothian,324158.1219,673876.3872,1,8,896
S01002134,Lothian,318967.8337,673885.5021,1,3,357
S01002135,Lothian,321430.2019,673898.8611,1,0,480
S01002136,Lothian,323651.9222,673901.9101,1,10,691
S01002137,Lothian,318327.4497,673908.1531,1,15,555
S01002138,Lothian,318723.8363,673917.9134,1,10,461
S01002139,Lothian,328274.4806,673942.586,1,10,443
S01002140,Lothian,319580,673988.5528,1,35,588
S01002141,Lothian,330700.3255,674009.8951,1,20,515
S01002142,Lothian,320272.5614,674057.3812,1,15,622
S01002143,Lothian,329040.0167,674070.9513,1,10,394
S01002144,Lothian,322389.513,674079.1079,1,5,349
S01002145,Lothian,324609.7912,674095.3193,1,5,877
S01002146,Lothian,328021.3497,674100.3025,1,28,792
S01002147,Lothian,319323.8895,674100.5449,1,25,533
S01002148,Lothian,322911.5834,674114.3001,1,3,509
S01002149,Lothian,330435.54,674117.672,1,35,643
S01002150,Lothian,328291.4266,674128.2076,1,18,510
S01002151,Lothian,327264.7122,674182.779,1,48,1244
S01002152,Lothian,323471.1337,674190.9868,1,5,658
S01002153,Lothian,329686.6712,674201.2209,1,5,309
S01002154,Lothian,319801.9028,674232.9021,1,28,543
S01002155,Lothian,328594.3608,674233.5495,1,45,711
S01002156,Lothian,325308.813,674237.6138,1,10,636
S01002157,Lothian,324361.9763,674251.8367,1,3,478
S01002158,Lothian,324002.6366,674259.6519,1,0,607
S01002159,Lothian,326513.5602,674268.3368,1,15,530
S01002160,Lothian,327087.3714,674281.3447,1,33,663
S01002161,Lothian,325923.803,674288.3916,1,23,757
S01002162,Lothian,318845.9809,674295.8327,1,23,666
S01002163,Lothian,327787.183,674304.2082,1,40,1047
S01002164,Lothian,312219.378,674337.9151,3,15,442
S01002165,Lothian,318509.3972,674339.1507,1,20,608
S01002166,Lothian,325089.1666,674410.2865,1,5,591
S01002167,Lothian,328697.8504,674410.6223,1,15,363
S01002168,Lothian,324831.1046,674443.6836,1,25,791
S01002169,Lothian,323776.59,674447.6491,1,8,754
S01002170,Lothian,319277.9369,674466.097,1,20,476
S01002171,Lothian,328143.4662,674479.6484,1,15,369
S01002172,Lothian,329128.8694,674484.1974,1,8,363
S01002173,Lothian,322203.4925,674489.1455,1,10,580
S01002174,Lothian,324542.1436,674491.0985,1,20,745
S01002175,Lothian,327334.0779,674502.1519,1,15,865
S01002176,Lothian,312619.5772,674523.5651,3,10,413
S01002177,Lothian,324058.6402,674532.3354,1,5,754
S01002178,Lothian,324306.7564,674535.0502,1,15,773
S01002179,Lothian,329473.5713,674543.171,1,8,337
S01002180,Lothian,325712.1457,674569.3885,1,5,526
S01002181,Lothian,329862.25,674570.541,1,23,556
S01002182,Lothian,325573.9756,674571.7712,1,13,617
S01002183,Lothian,327062.5881,674579.0397,1,25,741
S01002184,Lothian,322702.7204,674587.6057,1,5,438
S01002185,Lothian,328444.79,674590.6529,1,43,692
S01002186,Lothian,326614.1405,674595.7603,1,10,720
S01002187,Lothian,325316.4381,674598.2569,1,10,676
S01002188,Lothian,323327.2292,674598.6851,1,5,485
S01002189,Lothian,326799.4885,674604.8433,1,15,540
S01002190,Lothian,326304.1742,674609.2402,1,15,744
